代码,名称,行业名称
300695,兆丰股份,汽车
300446,航天智造,汽车
600699,均胜电子,汽车
600469,风神股份,汽车
688612,威迈斯,汽车
688533,上声电子,汽车
600742,富维股份,汽车
603768,常青股份,汽车
603997,继峰股份,汽车
603293,埃泰克,汽车
600480,凌云股份,汽车
603006,联明股份,汽车
605333,沪光股份,汽车
300998,宁波方正,汽车
300926,博俊科技,汽车
301000,肇民科技,汽车
300978,东箭科技,汽车
002766,索菱股份,汽车
301535,浙江华远,汽车
600626,申达股份,汽车
605068,明新旭腾,汽车
300643,万通智控,汽车
002239,奥特佳,汽车
300912,凯龙高科,汽车
300893,松原安全,汽车
603202,天有为,汽车
603376,大明电子,汽车
300237,ST美晨,汽车
001285,瑞立科密,汽车
002085,万丰奥威,汽车
000887,中鼎股份,汽车
002965,祥鑫科技,汽车
002863,今飞凯达,汽车
301181,标榜股份,汽车
300707,威唐工业,汽车
601163,三角轮胎,汽车
603197,保隆科技,汽车
002920,德赛西威,汽车
600660,福耀玻璃,汽车
603049,中策橡胶,汽车
301656,联合动力,汽车
301631,壹连科技,汽车
001260,坤泰股份,汽车
002984,森麒麟,汽车
301221,光庭信息,汽车
601799,星宇股份,汽车
300863,卡倍亿,汽车
603348,文灿股份,汽车
603239,浙江仙通,汽车
601966,玲珑轮胎,汽车
300473,德尔股份,汽车
002537,海联金汇,汽车
000589,贵州轮胎,汽车
603352,至信股份,汽车
605228,神通科技,汽车
002048,宁波华翔,汽车
603035,常熟汽饰,汽车
688737,中自科技,汽车
605005,合兴股份,汽车
603390,通达电气,汽车
300681,英搏尔,汽车
300745,欣锐科技,汽车
603335,迪生力,汽车
600741,华域汽车,汽车
600182,S佳通,汽车
601058,赛轮轮胎,汽车
603655,朗博科技,汽车
002906,华阳集团,汽车
001278,一彬科技,汽车
002328,新朋股份,汽车
301607,富特科技,汽车
002662,峰璟股份,汽车
920168,通宝光电,汽车
603358,华达科技,汽车
688667,菱电电控,汽车
002454,松芝股份,汽车
603922,ST金鸿顺,汽车
002547,*ST春兴,汽车
603917,合力科技,汽车
603178,圣龙股份,底盘与发动机系统
000880,潍柴重机,底盘与发动机系统
301225,恒勃股份,底盘与发动机系统
603286,日盈电子,底盘与发动机系统
603926,铁流股份,底盘与发动机系统
300547,川环科技,底盘与发动机系统
601689,拓普集团,底盘与发动机系统
301550,斯菱智驱,底盘与发动机系统
920378,泰德股份,底盘与发动机系统
300680,隆盛科技,底盘与发动机系统
000338,潍柴动力,底盘与发动机系统
301397,溯联股份,底盘与发动机系统
600933,爱柯迪,底盘与发动机系统
002472,双环传动,底盘与发动机系统
600218,全柴动力,底盘与发动机系统
000981,山子高科,底盘与发动机系统
001282,三联锻造,底盘与发动机系统
603809,豪能股份,底盘与发动机系统
920086,科马材料,底盘与发动机系统
002715,登云股份,底盘与发动机系统
605255,天普股份,底盘与发动机系统
300580,贝斯特,底盘与发动机系统
603166,福达股份,底盘与发动机系统
603013,亚普股份,底盘与发动机系统
301667,纳百川,底盘与发动机系统
603305,旭升集团,底盘与发动机系统
301119,正强股份,底盘与发动机系统
301072,中捷精工,底盘与发动机系统
920146,华阳变速,底盘与发动机系统
002265,建设工业,底盘与发动机系统
000559,万向钱潮,底盘与发动机系统
605133,嵘泰股份,底盘与发动机系统
603319,美湖股份,底盘与发动机系统
301007,德迈仕,底盘与发动机系统
605088,冠盛股份,底盘与发动机系统
002363,隆基机械,底盘与发动机系统
000678,襄阳轴承,底盘与发动机系统
002708,光洋股份,底盘与发动机系统
301020,密封科技,底盘与发动机系统
920871,派特尔,底盘与发动机系统
300694,蠡湖股份,底盘与发动机系统
603701,德宏股份,底盘与发动机系统
603009,北特科技,底盘与发动机系统
301192,泰祥股份,底盘与发动机系统
300258,精锻科技,底盘与发动机系统
603767,中马传动,底盘与发动机系统
900920,动力Ｂ股,底盘与发动机系统
200581,苏威孚Ｂ,底盘与发动机系统
300611,美力科技,底盘与发动机系统
603161,科华控股,底盘与发动机系统
603788,宁波高发,底盘与发动机系统
600698,湖南天雁,底盘与发动机系统
920242,建邦科技,底盘与发动机系统
000816,智慧农业,底盘与发动机系统
600841,动力新科,底盘与发动机系统
920896,旺成科技,底盘与发动机系统
002284,亚太股份,底盘与发动机系统
603586,金麒麟,底盘与发动机系统
301229,纽泰格,底盘与发动机系统
300176,鸿特科技,底盘与发动机系统
920454,同心传动,底盘与发动机系统
603982,泉峰汽车,底盘与发动机系统
301170,锡南科技,底盘与发动机系统
600148,长春一东,底盘与发动机系统
603949,雪龙集团,底盘与发动机系统
920000,安徽凤凰,底盘与发动机系统
000581,威孚高科,底盘与发动机系统
603107,上海汽配,底盘与发动机系统
603040,新坐标,底盘与发动机系统
920271,邦德股份,底盘与发动机系统
900946,天雁B股,底盘与发动机系统
920837,华原股份,底盘与发动机系统
603121,华培动力,底盘与发动机系统
000030,富奥股份,底盘与发动机系统
300375,鹏翎股份,底盘与发动机系统
603089,正裕工业,底盘与发动机系统
603758,秦安股份,底盘与发动机系统
002592,ST八菱,底盘与发动机系统
002806,华锋股份,底盘与发动机系统
300733,西菱动力,底盘与发动机系统
002765,蓝黛科技,底盘与发动机系统
603596,伯特利,底盘与发动机系统
603037,凯众股份,底盘与发动机系统
301680,固德电材,底盘与发动机系统
002590,万安科技,底盘与发动机系统
300507,苏奥传感,底盘与发动机系统
200030,富奥B,底盘与发动机系统
002448,中原内配,底盘与发动机系统
002406,远东传动,底盘与发动机系统
603950,长源东谷,底盘与发动机系统
002283,天润工业,底盘与发动机系统
600178,东安动力,底盘与发动机系统
002536,飞龙股份,底盘与发动机系统
920418,苏轴股份,底盘与发动机系统
000570,苏常柴Ａ,底盘与发动机系统
002434,万里扬,底盘与发动机系统
603158,腾龙股份,底盘与发动机系统
002126,银轮股份,底盘与发动机系统
200570,苏常柴Ｂ,底盘与发动机系统
001380,华纬科技,底盘与发动机系统
002703,浙江世宝,底盘与发动机系统
920195,三祥科技,底盘与发动机系统
300585,奥联电子,底盘与发动机系统
000903,ST云动,底盘与发动机系统
603007,花王股份,底盘与发动机系统
920978,开特股份,底盘与发动机系统
301560,众捷汽车,底盘与发动机系统
600960,渤海汽车,底盘与发动机系统
002553,南方精工,底盘与发动机系统
920106,林泰新材,底盘与发动机系统
688280,精进电动-W,底盘与发动机系统
300866,安克创新,消费电子
920183,海菲曼,消费电子
301606,绿联科技,消费电子
688007,光峰科技,消费电子
002888,惠威科技,消费电子
688775,影石创新,消费电子
301189,奥尼电子,消费电子
002841,视源股份,消费电子
002351,漫步者,消费电子
002045,国光电器,消费电子
688036,传音控股,消费电子
002548,金新农,饲料
603668,天马科技,饲料
000702,正虹科技,饲料
002100,天康生物,饲料
002696,百洋股份,饲料
001366,播恩集团,饲料
603609,禾丰股份,饲料
002311,海大集团,饲料
002567,唐人神,饲料
603151,邦基科技,饲料
002385,大北农,饲料
603363,傲农生物,饲料
001313,粤海饲料,饲料
300152,*ST动力,环保
688069,德林海,环保
300385,ST雪浪,环保
600769,祥龙电业,环保
920802,保丽洁,环保
301372,科净源,环保
300692,中赋科技,环保
603903,中持股份,环保
002573,清新环境,环保
000711,ST京蓝,环保
603177,德创环保,环保
688480,赛恩斯,环保
300056,中创环保,环保
688701,卓锦股份,环保
688466,金科环境,环保
688156,路德科技,环保
301259,艾布鲁,环保
688335,复洁科技,环保
300958,建工修复,环保
301519,舜禹股份,环保
603291,联合水务,环保
000826,*ST启环,环保
300334,津膜科技,环保
300864,南大环境,环保
300929,华骐环保,环保
300961,深水海纳,环保
300190,维尔利,环保
688057,金达莱,环保
002887,绿茵生态,环保
600133,东湖高新,环保
000605,渤海股份,环保
688565,力源科技,环保
300172,中电环保,环保
300774,倍杰特,环保
603686,福龙马,环保
600008,首创环保,环保
603817,海峡环保,环保
300388,节能国祯,环保
003027,同兴科技,环保
603797,联泰环保,环保
603200,上海洗霸,环保
000068,华控赛格,环保
601158,重庆水务,环保
002778,中晟高科,环保
688101,三达膜,环保
301148,嘉戎技术,环保
600796,钱江生化,环保
301203,国泰环保,环保
000544,中原环保,环保
600461,洪城环境,环保
600168,武汉控股,环保
688096,京源环保,环保
300664,鹏鹞环保,环保
601199,江南水务,环保
300425,中建环能,环保
601368,绿城水务,环保
000685,中山公用,环保
000598,兴蓉环境,环保
300070,碧水源,环保
300899,*ST凯鑫,环保
600283,钱江水利,环保
600292,电投水电,环保
300437,清水源,环保
920263,中航泰达,环保
301127,武汉天源,环保
003039,顺控发展,环保
600874,创业环保,环保
605069,正和生态,环保
300266,兴源环境,环保
300422,博世科,环保
603759,海天股份,环保
300187,永清环保,环保
603315,福鞍股份,环保
605081,*ST太和,环保
600187,国中水务,环保
300843,胜蓝股份,消费电子零部件及组装
603629,利通电子,消费电子零部件及组装
300136,信维通信,消费电子零部件及组装
301326,捷邦科技,消费电子零部件及组装
603626,科森科技,消费电子零部件及组装
300115,长盈精密,消费电子零部件及组装
002947,恒铭达,消费电子零部件及组装
301626,苏州天脉,消费电子零部件及组装
688210,统联精密,消费电子零部件及组装
301086,鸿富瀚,消费电子零部件及组装
300822,贝仕达克,消费电子零部件及组装
300916,朗特智能,消费电子零部件及组装
002655,共达电声,消费电子零部件及组装
300868,杰美特,消费电子零部件及组装
301387,光大同创,消费电子零部件及组装
603380,易德龙,消费电子零部件及组装
301329,信音电子,消费电子零部件及组装
300787,海能实业,消费电子零部件及组装
688678,福立旺,消费电子零部件及组装
603341,龙旗科技,消费电子零部件及组装
301567,贝隆精密,消费电子零部件及组装
002855,捷荣技术,消费电子零部件及组装
300951,博硕科技,消费电子零部件及组装
002681,奋达科技,消费电子零部件及组装
301123,奕东电子,消费电子零部件及组装
603633,徕木股份,消费电子零部件及组装
300784,利安科技,消费电子零部件及组装
001314,亿道信息,消费电子零部件及组装
002925,盈趣科技,消费电子零部件及组装
300976,达瑞电子,消费电子零部件及组装
603296,华勤技术,消费电子零部件及组装
301491,汉桑科技,消费电子零部件及组装
300968,格林精密,消费电子零部件及组装
300956,英力股份,消费电子零部件及组装
300647,超频三,消费电子零部件及组装
920005,鼎佳精密,消费电子零部件及组装
920346,威贸电子,消费电子零部件及组装
002861,瀛通通讯,消费电子零部件及组装
600203,福日电子,消费电子零部件及组装
002369,卓翼科技,消费电子零部件及组装
600130,波导股份,消费电子零部件及组装
300256,星星科技,消费电子零部件及组装
301383,天键股份,消费电子零部件及组装
920267,鑫汇科,消费电子零部件及组装
688260,昀冢科技,消费电子零部件及组装
002600,领益智造,消费电子零部件及组装
920701,豪声电子,消费电子零部件及组装
002660,茂硕电源,消费电子零部件及组装
002426,胜利精密,消费电子零部件及组装
301285,鸿日达,消费电子零部件及组装
000021,深科技,消费电子零部件及组装
920876,慧为智能,消费电子零部件及组装
301486,致尚科技,消费电子零部件及组装
605277,新亚电子,消费电子零部件及组装
300812,易天股份,消费电子零部件及组装
300709,精研科技,消费电子零部件及组装
002635,安洁科技,消费电子零部件及组装
300433,蓝思科技,消费电子零部件及组装
300679,电连技术,消费电子零部件及组装
301051,信濠光电,消费电子零部件及组装
002055,ST得润,消费电子零部件及组装
300793,佳禾智能,消费电子零部件及组装
002241,歌尔股份,消费电子零部件及组装
920857,泓禧科技,消费电子零部件及组装
300032,金龙机电,消费电子零部件及组装
300322,硕贝德,消费电子零部件及组装
300735,光弘科技,消费电子零部件及组装
002993,奥海科技,消费电子零部件及组装
603327,福蓉科技,消费电子零部件及组装
920212,智新电子,消费电子零部件及组装
002139,拓邦股份,消费电子零部件及组装
002866,传艺科技,消费电子零部件及组装
300686,智动力,消费电子零部件及组装
002475,立讯精密,消费电子零部件及组装
300602,飞荣达,消费电子零部件及组装
920357,雅葆轩,消费电子零部件及组装
301067,显盈科技,消费电子零部件及组装
603595,ST东尼,消费电子零部件及组装
603890,春秋电子,消费电子零部件及组装
301180,万祥科技,消费电子零部件及组装
301389,隆扬电子,消费电子零部件及组装
300857,协创数据,消费电子零部件及组装
002981,朝阳科技,消费电子零部件及组装
601138,工业富联,消费电子零部件及组装
603052,可川科技,消费电子零部件及组装
601231,环旭电子,消费电子零部件及组装
600363,联创光电,消费电子零部件及组装
000007,全新好,商贸零售
601086,国芳集团,商贸零售
002640,跨境通,商贸零售
002277,友阿股份,商贸零售
600743,华远控股,商贸零售
600857,宁波中百,商贸零售
601828,美凯龙,商贸零售
600865,百大集团,商贸零售
600280,中央商场,商贸零售
600790,轻纺城,商贸零售
603682,锦和商管,商贸零售
600327,大东方,商贸零售
000679,大连友谊,商贸零售
002803,吉宏股份,商贸零售
600712,南宁百货,商贸零售
600628,新世界,商贸零售
600814,杭州解百,商贸零售
000882,华联股份,商贸零售
300947,德必集团,商贸零售
000058,深 赛 格,商贸零售
301558,三态股份,商贸零售
000564,供销大集,商贸零售
002187,广百股份,商贸零售
002561,徐家汇,商贸零售
002419,天虹股份,商贸零售
002315,焦点科技,商贸零售
300464,星徽股份,商贸零售
200058,深赛格B,商贸零售
002344,海宁皮城,商贸零售
000501,武商集团,商贸零售
600828,茂业商业,商贸零售
600655,豫园股份,商贸零售
600738,丽尚国潮,商贸零售
300592,华凯易佰,商贸零售
600859,王府井,商贸零售
002818,富森美,商贸零售
301381,赛维时代,商贸零售
000061,农 产 品,商贸零售
600113,浙江东日,商贸零售
600693,东百集团,商贸零售
000785,居然智家,商贸零售
600605,XD汇通能,商贸零售
600415,小商品城,商贸零售
000715,中兴商业,商贸零售
603698,航天工程,能源及重型设备
601106,中国一重,能源及重型设备
002353,杰瑞股份,能源及重型设备
603800,洪田股份,能源及重型设备
002730,电光科技,能源及重型设备
603135,中重科技,能源及重型设备
001277,速达股份,能源及重型设备
300084,海默科技,能源及重型设备
601399,国机重装,能源及重型设备
300099,尤洛卡,能源及重型设备
601798,蓝科高新,能源及重型设备
300095,华伍股份,能源及重型设备
601608,中信重工,能源及重型设备
920158,长江能科,能源及重型设备
688377,迪威尔,能源及重型设备
001288,运机集团,能源及重型设备
603169,兰石重装,能源及重型设备
002523,天桥起重,能源及重型设备
001225,和泰机电,能源及重型设备
600262,北方股份,能源及重型设备
920931,无锡鼎邦,能源及重型设备
002490,山东墨龙,能源及重型设备
600560,金自天正,能源及重型设备
001360,南矿集团,能源及重型设备
600320,振华重工,能源及重型设备
000852,石化机械,能源及重型设备
600980,北矿科技,能源及重型设备
688420,美腾科技,能源及重型设备
300950,德固特,能源及重型设备
300092,科新机电,能源及重型设备
002278,神开股份,能源及重型设备
900947,振华Ｂ股,能源及重型设备
301063,海锅股份,能源及重型设备
002483,润邦股份,能源及重型设备
002204,大连重工,能源及重型设备
920781,瑞奇智造,能源及重型设备
600169,ST太重,能源及重型设备
300865,大宏立,能源及重型设备
603325,博隆技术,能源及重型设备
603173,福斯达,能源及重型设备
002535,林州重机,能源及重型设备
600582,天地科技,能源及重型设备
603966,法兰泰克,能源及重型设备
603012,创力集团,能源及重型设备
920703,广厦环能,能源及重型设备
603036,如通股份,能源及重型设备
688633,星球石墨,能源及重型设备
300837,浙矿股份,能源及重型设备
600397,江钨装备,能源及重型设备
002526,山东矿机,能源及重型设备
300480,光力科技,能源及重型设备
301601,惠通科技,能源及重型设备
301158,德石股份,能源及重型设备
601369,陕鼓动力,能源及重型设备
001332,锡装股份,能源及重型设备
002564,天沃科技,能源及重型设备
603391,力聚热能,能源及重型设备
002691,*ST冀凯,能源及重型设备
601717,中创智领,能源及重型设备
688121,卓然股份,能源及重型设备
002667,威领股份,能源及重型设备
301362,民爆光电,照明设备Ⅱ
002638,勤上股份,照明设备Ⅱ
002723,小崧股份,照明设备Ⅱ
603303,得邦照明,照明设备Ⅱ
605365,立达信,照明设备Ⅱ
920339,恒太照明,照明设备Ⅱ
000541,佛山照明,照明设备Ⅱ
300625,三雄极光,照明设备Ⅱ
001326,联域股份,照明设备Ⅱ
200541,粤照明Ｂ,照明设备Ⅱ
920641,格利尔,照明设备Ⅱ
603515,欧普照明,照明设备Ⅱ
002724,海洋王,照明设备Ⅱ
002076,*ST星光,照明设备Ⅱ
600261,阳光照明,照明设备Ⅱ
002842,翔鹭钨业,小金属
600111,北方稀土,小金属
002378,章源钨业,小金属
000657,中钨高新,小金属
000831,中国稀土,小金属
600392,盛和资源,小金属
600259,中稀有色,小金属
600549,厦门钨业,小金属
002158,汉钟精机,制冷空调设备
301043,绿岛风,制冷空调设备
600202,哈空调,制冷空调设备
000811,冰轮环境,制冷空调设备
603912,佳力图,制冷空调设备
301525,儒竞科技,制冷空调设备
920124,南特科技,制冷空调设备
603339,四方科技,制冷空调设备
000530,冰山冷热,制冷空调设备
002639,雪人集团,制冷空调设备
301018,申菱环境,制冷空调设备
200530,冰山B,制冷空调设备
603277,银都股份,制冷空调设备
301272,英华特,制冷空调设备
002686,亿利达,制冷空调设备
301399,英特科技,制冷空调设备
301070,开勒股份,制冷空调设备
603187,海容冷链,制冷空调设备
300990,同飞股份,制冷空调设备
300021,大禹节水,农业综合Ⅱ
002556,辉隆股份,农业综合Ⅱ
920964,润农节水,农业综合Ⅱ
605188,国光连锁,超市
601933,永辉超市,超市
002697,红旗连锁,超市
002251,步步高,超市
603708,家家悦,超市
000759,中百集团,超市
601116,三江购物,超市
900923,百联Ｂ股,多业态零售
600697,欧亚集团,多业态零售
000417,合百集团,多业态零售
600778,友好集团,多业态零售
000419,通程控股,多业态零售
600824,益民集团,多业态零售
600827,百联股份,多业态零售
603101,汇嘉时代,多业态零售
600838,上海九百,多业态零售
600858,银座股份,多业态零售
600694,大商股份,多业态零售
002356,赫美集团,多业态零售
601366,利群股份,多业态零售
600785,新华百货,多业态零售
600729,重庆百货,多业态零售
601010,ST文峰,多业态零售
002081,金 螳 螂,建筑装饰
002989,中天精装,建筑装饰
000628,高新发展,建筑装饰
603030,全筑股份,建筑装饰
603153,上海建科,建筑装饰
603828,*ST利达,建筑装饰
002856,*ST美芝,建筑装饰
300778,新城市,建筑装饰
002713,*ST东易,建筑装饰
300977,深圳瑞捷,建筑装饰
002789,*ST建艺,建筑装饰
920427,华维设计,建筑装饰
301136,招标股份,建筑装饰
601886,XD江河集,建筑装饰
600939,重庆建工,建筑装饰
603018,华设集团,建筑装饰
300635,中达安,建筑装饰
300732,设研院,建筑装饰
301024,霍普股份,建筑装饰
002163,海南发展,建筑装饰
301390,经纬股份,建筑装饰
002811,郑中设计,建筑装饰
600629,华建集团,建筑装饰
300500,启迪设计,建筑装饰
301505,苏州规划,建筑装饰
301167,建研设计,建筑装饰
920149,旭杰科技,建筑装饰
600234,科新发展,建筑装饰
300983,尤安设计,建筑装饰
300675,建科院,建筑装饰
920003,中诚咨询,建筑装饰
300621,维业股份,建筑装饰
300826,测绘股份,建筑装饰
600170,上海建工,建筑装饰
002830,名雕股份,建筑装饰
300989,蕾奥规划,建筑装饰
300844,山水比德,建筑装饰
603017,中衡设计,建筑装饰
300284,苏交科,建筑装饰
002482,广田集团,建筑装饰
000779,甘咨询,建筑装饰
002375,亚厦股份,建筑装饰
920208,青矩技术,建筑装饰
002761,浙江建投,建筑装饰
601668,中国建筑,建筑装饰
603860,中公高科,建筑装饰
603458,勘设股份,建筑装饰
003013,地铁设计,建筑装饰
002949,华阳国际,建筑装饰
301038,深水规院,建筑装饰
603137,恒尚节能,建筑装饰
301058,中粮科工,建筑装饰
600667,太极实业,建筑装饰
300564,筑博设计,建筑装饰
605287,德才股份,建筑装饰
301091,深城交,建筑装饰
603909,建发合诚,建筑装饰
300492,华图山鼎,建筑装饰
300746,汉嘉数智,建筑装饰
920873,中设咨询,建筑装饰
600248,陕建股份,建筑装饰
002822,ST中装,建筑装饰
301027,华蓝集团,建筑装饰
002963,豪尔赛,建筑装饰
920892,广咨国际,建筑装饰
603257,中国瑞林,建筑装饰
301365,矩阵股份,建筑装饰
002047,*ST宝鹰,建筑装饰
600720,中交设计,建筑装饰
600846,同济科技,建筑装饰
601789,宁波建工,建筑装饰
300506,ST名家汇,建筑装饰
002620,*ST瑞和,建筑装饰
603357,设计总院,建筑装饰
300668,杰恩股份,建筑装饰
600491,龙元建设,建筑装饰
600193,*ST创兴,建筑装饰
002883,中设股份,建筑装饰
603711,香飘飘,食品饮料
002329,皇氏集团,食品饮料
300106,西部牧业,食品饮料
600300,维维股份,食品饮料
600530,交大昂立,食品饮料
600381,*ST春天,食品饮料
603156,养元饮品,食品饮料
600429,三元股份,食品饮料
603057,紫燕食品,食品饮料
002695,煌上煌,食品饮料
600887,伊利股份,食品饮料
605388,均瑶健康,食品饮料
002910,庄园牧场,食品饮料
002570,贝因美,食品饮料
600882,妙可蓝多,食品饮料
300915,海融科技,食品饮料
603102,百合股份,食品饮料
002946,新乳业,食品饮料
603262,技源集团,食品饮料
920429,康比特,食品饮料
300892,品渥食品,食品饮料
001318,阳光乳业,食品饮料
920786,骑士乳业,食品饮料
300791,仙乐健康,食品饮料
605179,一鸣食品,食品饮料
605300,佳禾食品,食品饮料
605337,李子园,食品饮料
600419,天润乳业,食品饮料
300997,欢乐家,食品饮料
000848,承德露露,食品饮料
002732,燕塘乳业,食品饮料
300898,熊猫乳品,食品饮料
300146,汤臣倍健,食品饮料
603517,ST绝味,食品饮料
600597,光明乳业,食品饮料
600189,泉阳泉,食品饮料
605499,东鹏饮料,食品饮料
002626,金达威,食品饮料
000639,ST西王,食品饮料
603779,威龙股份,非白酒
002568,百润股份,非白酒
600238,*ST椰岛,非白酒
000869,张  裕Ａ,非白酒
200869,张  裕Ｂ,非白酒
600059,古越龙山,非白酒
600616,金枫酒业,非白酒
601579,会稽山,非白酒
600543,*ST莫高,非白酒
600084,*ST尼雅,非白酒
002519,银河电子,地面兵装Ⅱ
000519,中兵红箭,地面兵装Ⅱ
300875,捷强装备,地面兵装Ⅱ
600435,北方导航,地面兵装Ⅱ
300922,天秦装备,地面兵装Ⅱ
301357,北方长龙,地面兵装Ⅱ
601606,长城军工,地面兵装Ⅱ
600967,内蒙一机,地面兵装Ⅱ
300527,ST应急,地面兵装Ⅱ
688543,国科军工,地面兵装Ⅱ
600184,光电股份,地面兵装Ⅱ
000576,甘化科工,地面兵装Ⅱ
001316,润贝航科,石油石化
600688,上海石化,石油石化
000703,恒逸石化,石油石化
002493,荣盛石化,石油石化
600256,广汇能源,石油石化
000059,华锦股份,石油石化
000554,泰山石油,石油石化
600506,统一股份,石油石化
000301,东方盛虹,石油石化
000159,国际实业,石油石化
000096,广聚能源,石油石化
601857,中国石油,石油石化
000698,ST沈化,石油石化
600028,中国石化,石油石化
600346,恒力石化,石油石化
603223,恒通股份,石油石化
603353,和顺石油,石油石化
000829,天音控股,专业连锁Ⅲ
603214,爱婴室,专业连锁Ⅲ
002416,爱施德,专业连锁Ⅲ
301078,孩子王,专业连锁Ⅲ
300622,博士眼镜,专业连锁Ⅲ
300755,华致酒行,专业连锁Ⅲ
300022,吉峰科技,专业连锁Ⅲ
603777,来伊份,零食
300972,万辰集团,零食
002582,好想你,零食
002557,洽洽食品,零食
603697,有友食品,零食
002991,甘源食品,零食
003000,劲仔食品,零食
603719,良品铺子,零食
000716,黑芝麻,零食
300783,三只松鼠,零食
002847,盐津铺子,零食
001215,千味央厨,预加工食品
002702,海欣食品,预加工食品
605567,春雪食品,预加工食品
603536,惠发食品,预加工食品
603345,安井食品,预加工食品
605338,巴比食品,预加工食品
002216,三全食品,预加工食品
920826,盖世食品,预加工食品
002661,克明食品,预加工食品
603237,五芳斋,预加工食品
605089,味知香,预加工食品
600335,国机汽车,汽车服务
600653,申华控股,汽车服务
600822,上海物贸,汽车服务
920030,德众汽车,汽车服务
600386,北巴传媒,汽车服务
900927,物贸Ｂ股,汽车服务
600201,生物股份,动物保健Ⅲ
920275,驱动力,动物保健Ⅲ
920970,大禹生物,动物保健Ⅲ
920729,永顺生物,动物保健Ⅲ
002868,*ST绿康,动物保健Ⅲ
002688,金河生物,动物保健Ⅲ
603566,普莱柯,动物保健Ⅲ
300119,瑞普生物,动物保健Ⅲ
600195,中牧股份,动物保健Ⅲ
688098,申联生物,动物保健Ⅲ
002141,贤丰控股,动物保健Ⅲ
300871,回盛生物,动物保健Ⅲ
688526,科前生物,动物保健Ⅲ
000783,长江证券,非银金融
600906,财达证券,非银金融
601066,中信建投,非银金融
601788,光大证券,非银金融
000712,锦龙股份,非银金融
601377,兴业证券,非银金融
600155,华创云信,非银金融
002797,第一创业,非银金融
002945,华林证券,非银金融
601696,中银证券,非银金融
000750,国海证券,非银金融
601198,东兴证券,非银金融
601375,中原证券,非银金融
601059,信达证券,非银金融
601108,财通证券,非银金融
000686,东北证券,非银金融
601990,南京证券,非银金融
002500,山西证券,非银金融
300059,东方财富,非银金融
600369,西南证券,非银金融
601901,方正证券,非银金融
002673,西部证券,非银金融
600909,华安证券,非银金融
600095,湘财股份,非银金融
600918,中泰证券,非银金融
600999,招商证券,非银金融
002670,国盛证券,非银金融
601456,国联民生,非银金融
000166,申万宏源,非银金融
601878,浙商证券,非银金融
601211,国泰海通,非银金融
002926,华西证券,非银金融
000728,国元证券,非银金融
600109,国金证券,非银金融
000776,广发证券,非银金融
600030,中信证券,非银金融
601099,太平洋,非银金融
601995,中金公司,非银金融
601688,华泰证券,非银金融
601555,东吴证券,非银金融
600621,华鑫股份,非银金融
601136,首创证券,非银金融
002939,长城证券,非银金融
601881,中国银河,非银金融
600864,哈投股份,非银金融
601236,红塔证券,非银金融
601162,天风证券,非银金融
002736,国信证券,非银金融
600958,东方证券,非银金融
920765,美之高,定制家居
002631,德尔未来,定制家居
603898,好莱客,定制家居
002853,皮阿诺,定制家居
603208,江山欧派,定制家居
300749,顶固集创,定制家居
603216,梦天家居,定制家居
920445,龙竹科技,定制家居
301227,森鹰窗业,定制家居
603801,志邦家居,定制家居
603180,金牌家居,定制家居
603326,我乐家居,定制家居
300616,尚品宅配,定制家居
603833,欧派家居,定制家居
002572,索菲亚,定制家居
605268,王力安防,定制家居
301246,宏源药业,医药生物
688189,南新制药,医药生物
000790,华神科技,医药生物
688302,海创药业-U,医药生物
300558,贝达药业,医药生物
688166,博瑞医药,医药生物
300966,共同药业,医药生物
300147,*ST香雪,医药生物
603567,珍宝岛,医药生物
002737,葵花药业,医药生物
002653,海思科,医药生物
300254,仟源医药,医药生物
688321,微芯生物,医药生物
600624,ST复华,医药生物
688382,益方生物-U,医药生物
002755,奥赛康,医药生物
300723,一品红,医药生物
600513,联环药业,医药生物
300878,维康药业,医药生物
688505,复旦张江,医药生物
300267,尔康制药,医药生物
920946,森萱医药,医药生物
688062,迈威生物-U,医药生物
002365,永安药业,医药生物
688266,泽璟制药-U,医药生物
000766,通化金马,医药生物
688759,必贝特-U,医药生物
920017,星昊医药,医药生物
600436,片仔癀,医药生物
002349,精华制药,医药生物
002873,新天药业,医药生物
301301,川宁生物,医药生物
002793,罗欣药业,医药生物
300086,康芝药业,医药生物
301075,多瑞医药,医药生物
688553,汇宇制药-W,医药生物
600351,亚宝药业,医药生物
688192,迪哲医药-U,医药生物
002644,佛慈制药,医药生物
603229,奥翔药业,医药生物
300583,赛托生物,医药生物
600521,华海药业,医药生物
920433,大唐药业,医药生物
688076,ST诺泰,医药生物
688658,悦康药业,医药生物
002370,亚太药业,医药生物
000952,广济药业,医药生物
600329,达仁堂,医药生物
301130,西点药业,医药生物
688247,宣泰医药,医药生物
603520,司太立,医药生物
002817,黄山胶囊,医药生物
920735,德源药业,医药生物
300765,新诺威,医药生物
301089,拓新药业,医药生物
600085,同仁堂,医药生物
002422,科伦药业,医药生物
600671,天目药业,医药生物
920656,海昇药业,医药生物
301111,粤万年青,医药生物
920566,梓橦宫,医药生物
300434,金石亚药,医药生物
000915,华特达因,医药生物
000623,吉林敖东,医药生物
000953,河化股份,医药生物
688513,苑东生物,医药生物
000919,金陵药业,医药生物
002399,海普瑞,医药生物
688373,盟科药业-U,医药生物
